진료년도,표시과목,주상병코드,환자수,명세서 청구건수,요양급여비용총액,보험자부담금
2018,일반의,I22,141,852,14488300,12065110
2018,일반의,I23,124,430,7115740,5551780
2018,일반의,I24,834,2391,47452670,37668420
2018,일반의,I25,4044,11023,241387680,187516730
2018,일반의,I26,90,256,14286870,10809050
2018,일반의,I27,58,193,6309430,5317240
2018,일반의,I28,15,18,635790,469790
2018,일반의,I30,24,35,960010,711410
2018,일반의,I31,154,360,14549580,10576580
2018,일반의,I32,2,3,32850,23250
2018,일반의,I33,10,19,665030,488520
2018,일반의,I34,325,750,26128070,19029270
2018,일반의,I35,426,1323,44959470,34379520
2018,일반의,I36,15,35,1133090,881490
2018,일반의,I37,25,63,2415950,1932950
2018,일반의,I38,18,27,400930,307030
2018,일반의,I39,32,68,1394600,1029800
2018,일반의,I40,30,41,1556060,1129580
2018,일반의,I41,22,26,492270,354990
2018,일반의,I42,432,1810,59454900,48572820
2018,일반의,I43,2,2,21900,17200
2018,일반의,I44,137,200,5222640,3887660
2018,일반의,I45,326,464,9127980,6920880
2018,일반의,I46,13,13,3216570,2369340
2018,일반의,I47,1901,4284,79644670,60683730
2018,일반의,I48,3634,12390,276415800,215249070
2018,일반의,I49,10575,19615,425593700,322072990
2018,일반의,I50,6919,23364,457591730,366760910
2018,일반의,I51,2021,3447,73247910,55883210
2018,일반의,I52,25,39,524200,409700
2018,일반의,I60,127,657,215293840,164968470
2018,일반의,I61,418,3250,203762510,161656910
2018,일반의,I62,74,293,78241230,65088110
2018,일반의,I63,12780,55388,1575039950,1226159810
2018,일반의,I64,670,2079,58869190,45669290
2018,일반의,I65,5047,11256,399911960,293618590
2018,일반의,I66,896,2191,96871130,71835960
2018,일반의,I67,10651,26938,1016283680,775019300
2018,일반의,I68,363,1171,41273180,31042160
2018,일반의,I69,4636,23796,473534100,380400510
2018,일반의,I70,10034,25996,510578430,392898720
2018,일반의,I71,260,570,21760560,16456790
2018,일반의,I72,193,368,10678670,8037450
2018,일반의,I73,63350,139975,2132493490,1684366490
2018,일반의,I74,920,2196,33826450,27384850
2018,일반의,I77,154,276,11957390,8977490
2018,일반의,I78,1461,2290,37882660,28591460
2018,일반의,I79,617,1513,26440820,21025100
2018,일반의,I80,2142,4309,75703910,58164640
2018,일반의,I81,7,7,97160,68560
2018,일반의,I82,609,1511,19694850,15404310
2018,일반의,I83,23400,55460,3622439380,2791492320
2018,일반의,I84,4,15,1067980,764480
2018,일반의,I85,44,64,4059160,2967360
2018,일반의,I86,1342,2426,173134380,122735730
2018,일반의,I87,24551,51978,781451170,590431690
2018,일반의,I88,5074,7162,151485830,112259860
2018,일반의,I89,5424,11403,202355910,151597140
2018,일반의,I95,4368,6160,124187510,94612890
2018,일반의,I97,64,377,7515320,6162630
2018,일반의,I98,100,218,2727040,2054540
2018,일반의,I99,745,1490,27732480,21477080
2018,일반의,J00,913943,1682185,25623885310,19264155630
2018,일반의,J01,400454,850120,12800265280,9543543150
2018,일반의,J02,842423,1483366,22861539490,16953701060
2018,일반의,J03,1240525,2182640,35208712340,26009775790
2018,일반의,J04,482724,915126,14177794130,10635326690
2018,일반의,J05,9086,14430,307551440,244342040
2018,일반의,J06,1307249,2392866,36709790980,27412547480
2018,일반의,J09,29042,41735,902952940,684007130
2018,일반의,J10,207999,293202,7299828880,5677045840
2018,일반의,J11,195082,278167,5204336340,3882855300
2018,일반의,J12,786,1182,104185970,89296080
2018,일반의,J13,205,249,145532840,133007780
2018,일반의,J14,50,62,14180900,11557020
2018,일반의,J15,35148,78442,2166248560,1704543630
2018,일반의,J16,1045,2245,42574850,33593830
2018,일반의,J17,354,773,17943150,13828360
2018,일반의,J18,94685,210117,8068716660,6461785260
2018,일반의,J20,4195069,9944092,1.53143E+11,1.15263E+11
2018,일반의,J21,167474,403526,6566860280,5041909040
2018,일반의,J22,180283,364910,5640967210,4238597960
2018,일반의,J30,1334488,2598652,39994446770,29851841960
2018,일반의,J31,45558,120439,1777197310,1343366230
2018,일반의,J32,80739,187855,3271379950,2412755040
2018,일반의,J33,410,759,26131830,18891430
2018,일반의,J34,25818,47209,1636410550,1235158600
2018,일반의,J35,25630,47617,803614510,590725260
2018,일반의,J36,183979,326912,5229087960,3863997390
2018,일반의,J37,16568,31289,504518160,378382900
2018,일반의,J38,10238,18318,413837820,299019760
2018,일반의,J39,60557,112657,1911035270,1407246860
2018,일반의,J40,464138,938190,14518014760,11040783910
2018,일반의,J41,105448,246322,3643183920,2848895350
2018,일반의,J42,94142,214998,3514507000,2749743200
2018,일반의,J43,1676,2364,167059660,119620490
2018,일반의,J44,18534,58901,1035800360,839956420
2018,일반의,J45,235896,620258,10477032200,8176770140
2018,일반의,J46,3804,11277,202673080,156930790
2018,일반의,J47,3874,9290,266918360,199802920
2018,일반의,J60,51,80,1286750,1062750
2018,일반의,J61,20,108,2385010,1887110
2018,일반의,J62,5,7,141570,101270
2018,일반의,J63,4,11,47280,33280
2018,일반의,J64,47,129,3150940,2428340
2018,일반의,J65,4,5,81840,66540
2018,일반의,J66,9,11,186840,151940
2018,일반의,J67,4,12,143780,112980
2018,일반의,J68,28,39,836900,624900
2018,일반의,J69,44,123,4543020,3506780
2018,일반의,J70,17,19,406500,301400
2018,일반의,J80,37,51,4625550,3661850
2018,일반의,J81,96,144,13741030,10838290
2018,일반의,J82,69,110,4915340,3698790
2018,일반의,J84,997,1873,78264030,58545740
2018,일반의,J85,52,138,8158150,6247410
2018,일반의,J86,18,155,9361350,6952440
2018,일반의,J90,412,578,35138020,27486580
2018,일반의,J91,40,65,4063220,2925490
2018,일반의,J92,31,33,2059660,1471460
2018,일반의,J93,1038,1493,55858790,41926200
2018,일반의,J94,212,257,12205580,8836630
2018,일반의,J95,2,2,35510,25010
2018,일반의,J96,79,119,2661790,2113860
2018,일반의,J98,11812,13659,1234460400,872444730
2018,일반의,J99,17,20,1902880,1335980
2018,일반의,K00,28,32,508720,383020
2018,일반의,K01,31,36,552350,400450
2018,일반의,K02,188,226,3486080,2712180
2018,일반의,K03,85,122,1951930,1563730
2018,일반의,K04,3363,5893,93486630,72926190
2018,일반의,K05,39515,69385,995386050,785414260
2018,일반의,K06,165,227,3746940,2828840
2018,일반의,K07,7005,12435,239073810,177557700
2018,일반의,K08,2265,2833,44835950,33983550
2018,일반의,K09,142,168,4026090,2946690
2018,일반의,K10,288,412,7367800,5582300
2018,일반의,K11,9218,13858,260173810,192145060
2018,일반의,K12,93580,149718,2345469500,1804024080
2018,일반의,K13,6417,8754,138469080,103173540
2018,일반의,K14,8047,12091,182969210,143020210
2018,일반의,K20,4156,6764,151683810,110807380
2018,일반의,K21,736988,1343496,26283427190,19472925650
2018,일반의,K22,945,1667,53825490,39957330
2018,일반의,K23,328,461,7343260,5384160
2018,일반의,K25,159358,289575,6795398740,5014685370
2018,일반의,K26,40998,61562,1902097020,1364220960
2018,일반의,K27,74197,144434,2316339840,1769032690
2018,일반의,K28,656,1140,28986600,21275020
2018,일반의,K29,1267840,2133480,40283899430,29937086360
2018,일반의,K30,132951,197430,3304563030,2480153910
2018,일반의,K31,24331,36190,1268299260,926151910
2018,일반의,K35,4238,5487,1263805500,1016230410
2018,일반의,K36,594,675,22790880,16358840
2018,일반의,K37,1763,1901,48198170,34979040
2018,일반의,K38,262,299,10835550,8117290
2018,일반의,K40,2140,3041,210605960,168168010
2018,일반의,K41,94,120,2485320,1931420
2018,일반의,K42,184,255,9523100,7313640
2018,일반의,K43,264,376,19107100,14964020
2018,일반의,K44,25,33,878470,662670
2018,일반의,K45,61,76,2035030,1570500
2018,일반의,K46,310,346,7788920,6086560
2018,일반의,K50,686,1675,42538490,35005830
2018,일반의,K51,1072,2919,105738190,83342520
2018,일반의,K52,433553,614466,10706769390,7984629930
2018,일반의,K55,120,142,12962990,9568660
2018,일반의,K56,7440,11208,295485370,223987220
2018,일반의,K57,1812,2649,228112990,165684410
2018,일반의,K58,281948,429781,9827155170,7283774790
2018,일반의,K59,304376,491295,9863700100,7411610470
2018,일반의,K60,5917,15024,1257556350,995665020
2018,일반의,K61,3552,10569,899301450,726395970
2018,일반의,K62,5087,6945,507422080,367370000
2018,일반의,K63,99240,111560,34525637650,24311680190
2018,일반의,K64,38214,79548,6056713620,4753248980
2018,일반의,K65,363,477,31035220,23451510
2018,일반의,K66,102,185,14879010,11357470
2018,일반의,K67,9,15,242500,181500
2018,일반의,K70,13800,26857,840740050,609807870
2018,일반의,K71,6808,13292,393254250,286193170
2018,일반의,K72,970,1825,53849870,39183440
2018,일반의,K73,27513,55039,1746710840,1261332010
2018,일반의,K74,2238,5428,279968600,205741280
2018,일반의,K75,42684,73832,2388787850,1710398190
2018,일반의,K76,124860,181908,8627977090,6140448470
2018,일반의,K77,1455,2522,115933420,83371220
2018,일반의,K80,9308,15800,840275110,615489790
2018,일반의,K81,2137,3100,252640210,189281060
2018,일반의,K82,11083,12187,1182233540,833209580
2018,일반의,K83,3448,4765,151962590,109504250
2018,일반의,K85,1344,2374,159442430,118299600
2018,일반의,K86,2362,3818,223803150,160768200
2018,일반의,K87,267,328,20636560,14776960
2018,일반의,K90,265,512,7547960,5731260
2018,일반의,K91,324,892,19903830,15519920
2018,일반의,K92,6260,8505,229342710,170191620
2018,일반의,K93,1023,1404,24695220,17927620
2018,일반의,L00,39,60,8281130,7405480
2018,일반의,L01,74133,122947,2099055690,1564655710
2018,일반의,L02,387834,788692,15049839270,11028652070
2018,일반의,L03,364926,687926,12750705010,9581368480
2018,일반의,L04,107258,177004,2834688030,2077194050
2018,일반의,L05,9539,20124,373786270,266660560
2018,일반의,L08,151911,263967,4813325870,3573756920
2018,일반의,L10,260,745,11697680,9623260
2018,일반의,L11,619,712,12329530,8805630
2018,일반의,L12,211,442,6149310,4988710
2018,일반의,L13,5695,9379,153219190,112872110
2018,일반의,L14,53,106,1689920,1247920
2018,일반의,L20,200887,408959,7724578580,5724731480
2018,일반의,L21,224589,401665,6157255720,4592360010
2018,일반의,L22,1665,2160,33922500,26592200
2018,일반의,L23,1496211,2739277,43930585360,33109643590
2018,일반의,L24,296852,488606,7730661600,5787499390
2018,일반의,L25,170341,292771,4518131570,3445493560
2018,일반의,L26,1027,1576,23821320,17781120
2018,일반의,L27,15190,26875,452070770,339934890
2018,일반의,L28,63781,116885,2332407660,1718872810
2018,일반의,L29,82338,151182,2663919940,2065717270
2018,일반의,L30,362859,603358,9612196640,7172202430
2018,일반의,L40,40838,116074,1918644670,1411998010
2018,일반의,L41,662,1347,21189160,15638960
2018,일반의,L42,5798,9498,161672890,114987190
2018,일반의,L43,2682,4610,96518780,70223680
2018,일반의,L44,1062,1511,24332380,18030480
2018,일반의,L45,41,71,1121470,851870
2018,일반의,L50,702243,1261877,22336213780,16641791520
2018,일반의,L51,2016,3619,60596890,45227250
2018,일반의,L52,746,1422,23124060,17849860
2018,일반의,L53,4516,7738,119903340,89886830
2018,일반의,L54,87,108,1522650,1132850
2018,일반의,L55,3681,4507,91177030,65061030
2018,일반의,L56,2656,3588,56911330,41513130
2018,일반의,L57,2440,3627,104084950,76303550
2018,일반의,L58,20,24,378960,291960
2018,일반의,L59,281,327,5490980,3969180
2018,일반의,L60,45032,111399,2775759880,2022785990
2018,일반의,L62,72,106,2032880,1529880
2018,일반의,L63,46542,175574,5226219250,3675095750
2018,일반의,L64,4837,7801,116896100,82755400
2018,일반의,L65,3273,4967,84486970,60194970
2018,일반의,L66,6133,10997,186252950,132725750
2018,일반의,L67,40,46,872440,631140
2018,일반의,L68,36,37,868730,609130
2018,일반의,L70,40130,78918,1361032750,960504150
2018,일반의,L71,9879,19022,287280560,207302660
2018,일반의,L72,45115,100105,4274146990,3041497870
2018,일반의,L73,52623,105092,1690046580,1208197750
2018,일반의,L74,4323,5434,86726580,64789080
2018,일반의,L75,543,1315,124961900,95607400
2018,일반의,L80,4873,21857,860151260,613459660
2018,일반의,L81,9385,11660,167790480,122731280
2018,일반의,L82,1669,2061,38482240,29072640
2018,일반의,L83,276,380,11419110,8081410
2018,일반의,L84,111713,235289,9730688780,6920968420
2018,일반의,L85,37141,55898,886322140,675890000
2018,일반의,L86,862,1037,17414740,12920540
2018,일반의,L87,216,244,3856170,2795070
2018,일반의,L88,173,558,12146420,9546730
2018,일반의,L89,4583,26758,1039154780,836386040
2018,일반의,L90,3081,5506,140587960,99845870
2018,일반의,L91,34337,80949,2486111330,1750518530
2018,일반의,L92,3243,5356,202640740,146411440
2018,일반의,L93,116,288,6545590,4857390
2018,일반의,L94,278,448,10329350,7417650
2018,일반의,L95,503,853,16845130,12690810
2018,일반의,L97,342,2276,165650460,123788130
2018,일반의,L98,3359,7874,193684590,146877780
2018,일반의,L99,106,134,2998540,2185940
2018,일반의,M00,1616,10922,267648100,219430940
2018,일반의,M01,822,1226,24278780,18316650
2018,일반의,M02,1518,4794,83395930,65536210
2018,일반의,M03,269,354,7287860,5398270
2018,일반의,M05,2467,16894,464765560,404250590
2018,일반의,M06,22835,82672,1587347450,1258782160
2018,일반의,M07,1370,3144,53444310,42473250
2018,일반의,M08,150,924,23239450,20380940
2018,일반의,M09,12,19,357720,261220
2018,일반의,M10,83501,272770,4692983690,3490706590
2018,일반의,M11,997,2080,38418130,28903090
2018,일반의,M12,4087,12266,261473380,196004640
2018,일반의,M13,280861,1059627,19597320840,15633886400
2018,일반의,M14,1421,5739,101639100,83690540
2018,일반의,M15,66835,247524,3853129030,3200338270
2018,일반의,M16,18681,74863,1633896800,1295064800
2018,일반의,M17,686084,4047771,1.06123E+11,82001105810
2018,일반의,M18,1976,5968,98680190,74442420
2018,일반의,M19,148553,518291,10729726880,8355506930
2018,일반의,M20,2353,7024,256115490,190130780
2018,일반의,M21,4255,15454,335072750,252477810
2018,일반의,M22,5883,21390,472803140,355097150
2018,일반의,M23,13444,45385,1410703510,1060426510
2018,일반의,M24,22048,92360,1870595350,1443909740
2018,일반의,M25,224068,650203,13022404100,9959197060
2018,일반의,M30,135,229,23226280,21153990
2018,일반의,M31,90,176,3982030,3225960
2018,일반의,M32,229,1068,30081460,25672790
2018,일반의,M33,57,142,2170310,1838010
2018,일반의,M34,45,243,4069340,3590340
2018,일반의,M35,1844,6194,118741460,99522720
2018,일반의,M36,6,21,312700,260200
2018,일반의,M40,3895,18311,444317790,333291800
2018,일반의,M41,6658,36253,813597440,605217380
2018,일반의,M42,2321,14284,250296570,214540370
2018,일반의,M43,13526,71111,2267960440,1706983570
2018,일반의,M45,2880,16681,314533550,265405440
2018,일반의,M46,9992,48916,1214469510,948411340
2018,일반의,M47,248211,1663038,40359886870,32071562840
2018,일반의,M48,288858,2102024,52402550340,41749271680
2018,일반의,M49,12970,82793,2951422100,2267714530
2018,일반의,M50,96314,483041,14454742170,10789981280
2018,일반의,M51,255158,1734910,48097600910,37209569310
2018,일반의,M53,107446,381996,10921098830,8067921070
2018,일반의,M54,1542149,8564662,1.85153E+11,1.45872E+11
2018,일반의,M60,29082,65355,1228285870,954608160
2018,일반의,M61,437,1421,35723360,26220410
2018,일반의,M62,91887,256564,5045543490,3825992970
2018,일반의,M63,309,598,9406240,8180240
2018,일반의,M65,178423,478804,10397162800,7804556550
2018,일반의,M66,1175,4015,92408260,70113880
2018,일반의,M67,21217,42053,1086067030,796371400
2018,일반의,M68,45,65,1270200,941700
2018,일반의,M70,20739,55930,1421008520,1050861180
2018,일반의,M71,11240,28531,717466440,531861190
2018,일반의,M72,54101,159787,3194960540,2402837100
2018,일반의,M73,32,45,2293630,1679100
2018,일반의,M75,448197,1803581,46511954480,35034166650
2018,일반의,M76,34573,88366,1958792250,1463856540
2018,일반의,M77,160838,482044,10921642450,7916334780
2018,일반의,M79,974257,2451188,47117058580,35915555110
2018,일반의,M80,5538,21029,711389620,537025000
2018,일반의,M81,184739,591278,20076106500,14890188040
2018,일반의,M82,1145,3434,94569200,72105500
2018,일반의,M83,3765,6588,126152700,93257070
2018,일반의,M84,382,1305,49962620,37898070
2018,일반의,M85,5028,6881,175716940,126240680
2018,일반의,M86,321,2106,200603050,151663170
2018,일반의,M87,592,2321,154094360,115017870
2018,일반의,M88,4,4,136420,132420
2018,일반의,M89,1877,6251,146252340,121726300
2018,일반의,M90,31,257,5470170,4325810
2018,일반의,M91,71,130,7502430,5785500
2018,일반의,M92,1568,3797,95948620,69015650
2018,일반의,M93,143,521,22075410,16156360
2018,일반의,M94,4036,6531,152383030,112219950
2018,일반의,M95,453,1033,20772650,15418680
2018,일반의,M96,4844,35280,1359558110,1032951130
